dress_id,style,price,rating,dress_size,season,neckline,sleeve_length,waistline,material,pattern_type,recommendation
1021185637,vintage,Average,4.8,M,Winter,o-neck,sleeveless,natural,cotton,patchwork,1
1163826114,Sexy,Average,0,M,Winter,o-neck,short,natural,,solid,0
735635595,Sexy,Average,4.8,L,Spring,v-neck,threequarter,empire,polyster,geometric,0
1175184188,Casual,Average,0,M,Summer,o-neck,halfsleeve,natural,cotton,dot,1
679415939,Casual,Low,4.7,M,Summer,o-neck,sleeveless,empire,milksilk,solid,0
884147971,Casual,Medium,0,L,Winter,boat-neck,full,empire,,solid,1
841203385,Sexy,Low,5,free,Summer,v-neck,sleeveless,empire,,animal,1
1117997056,Casual,Low,4.3,free,Summer,o-neck,sleeveless,,milksilk,animal,0
1160536550,Casual,Average,0,L,Spring,o-neck,halfsleeve,natural,polyster,solid,1
828623528,Casual,Average,4.6,free,Autumn,o-neck,sleeveless,natural,polyster,solid,1
763708514,Sexy,Average,4.5,M,Spring,o-neck,threequarter,natural,polyster,geometric,0
1153442065,Novelty,Average,0,S,Winter,turndowncollor,full,natural,cotton,patchwork,0
743729613,Casual,Average,4.9,S,Winter,turndowncollor,full,natural,cotton,solid,1
1000493051,Sexy,Low,4.6,L,Autumn,o-neck,sleeveless,natural,,solid,1
911085061,bohemian,Low,4.5,M,Summer,v-neck,sleeveless,natural,polyster,print,1
1174854264,work,Average,0,M,Autumn,slash-neck,sleeveless,natural,polyster,patchwork,0
1053296757,cute,High,0,M,Spring,v-neck,full,natural,rayon,solid,1
1033843327,Casual,Average,0,free,Spring,o-neck,short,natural,cotton,plaid,0
1083779666,Casual,Average,5,M,Summer,o-neck,short,empire,polyster,animal,0
746255172,Casual,Average,4.7,M,Spring,o-neck,sleeveless,natural,,solid,0
1100974555,Sexy,Low,4,S,Autumn,o-neck,sleeveless,empire,cotton,solid,1
1019134411,Casual,Average,5,M,Autumn,v-neck,short,natural,cotton,solid,0
1072477320,Casual,Low,0,free,Summer,v-neck,halfsleeve,natural,silk,solid,0
638423913,Casual,Medium,4.5,S,Winter,o-neck,full,natural,polyster,patchwork,1
936425780,work,Average,4.8,L,Summer,v-neck,short,natural,polyster,solid,0
1146088956,Casual,Medium,0,M,Autumn,v-neck,short,empire,polyster,solid,0
864253055,bohemian,Average,5,free,Summer,v-neck,sleeveless,natural,cotton,print,1
1210582154,Sexy,Low,0,M,Spring,v-neck,short,natural,polyster,solid,1
926480831,Sexy,Average,4.2,M,Winter,v-neck,sleeveless,natural,cotton,solid,0
757260823,Casual,Low,4.8,free,Spring,o-neck,full,natural,cotton,solid,0
630561922,Casual,Low,4.4,S,Autumn,o-neck,sleeveless,natural,polyster,solid,0
734061929,Casual,Low,4.7,L,Spring,o-neck,short,,chiffonfabric,dot,0
842060995,Casual,Average,5,XL,Winter,boat-neck,full,,cotton,geometric,1
1078431253,Casual,Low,0,free,Spring,v-neck,sleeveless,,cotton,print,0
939770391,Casual,Average,0,free,Spring,o-neck,sleeveless,natural,,solid,0
943188872,bohemian,very-high,4.7,free,Winter,v-neck,sleeveless,,polyster,,1
1130994272,Casual,Low,5,M,Summer,v-neck,sleeveless,empire,polyster,animal,0
907117649,party,Average,4.7,M,Spring,v-neck,sleeveless,natural,polyster,solid,0
967999477,Sexy,Low,5,free,Spring,o-neck,full,natural,cotton,striped,0
944656411,vintage,Low,4.6,M,Summer,o-neck,short,natural,,print,0
1096779299,Casual,Average,0,free,Winter,o-neck,halfsleeve,empire,polyster,solid,0
1036333255,Casual,Low,4.9,L,Summer,boat-neck,short,,,patchwork,1
1065316076,Casual,Low,0,S,Autumn,o-neck,full,natural,,solid,1
995802744,Sexy,Average,4,S,Autumn,v-neck,sleeveless,,rayon,patchwork,1
1018110870,Sexy,Low,5,M,Autumn,o-neck,full,natural,,print,1
850586379,Brief,Average,4.6,M,Winter,peterpan-collar,threequarter,,cotton,solid,0
1169895668,Casual,Average,0,L,Spring,boat-neck,sleeveless,natural,cotton,patchwork,1
688966772,Casual,Average,4.8,L,Winter,o-neck,short,natural,cotton,solid,1
1194626925,OL,Medium,0,M,Winter,mandarin-collar,halfsleeve,natural,cotton,solid,0
876708804,Sexy,Low,4.8,M,Spring,o-neck,halfsleeve,natural,silk,solid,0
1118628066,Casual,Medium,0,S,Spring,v-neck,full,,,animal,1
1027818824,Casual,Medium,0,M,Spring,v-neck,threequarter,natural,silk,solid,1
891103323,Casual,Average,0,M,Spring,o-neck,sleeveless,natural,silk,print,0
1166855026,Casual,Average,0,free,Winter,v-neck,full,natural,,print,0
1023850025,vintage,Low,4.8,S,Summer,o-neck,short,natural,,print,0
805438829,Sexy,Low,4.8,L,Summer,v-neck,full,natural,cotton,print,1
836788720,fashion,Average,4,free,Summer,open,full,,cotton,solid,0
835787654,Casual,Average,4.7,L,Summer,v-neck,short,natural,,print,1
1148457078,Casual,Low,0,free,Winter,o-neck,halfsleeve,natural,polyster,patchwork,1
887476609,bohemian,Low,4.8,free,Summer,o-neck,short,,,animal,1
535968075,work,Medium,4.6,L,Winter,square-collar,short,empire,cotton,solid,0
892801580,vintage,Average,4.7,L,Summer,o-neck,short,natural,cotton,solid,0
732650169,cute,Low,4.7,M,Spring,o-neck,short,empire,polyster,dot,1
680070369,Casual,Low,4.6,free,Autumn,o-neck,full,natural,cotton,solid,1
1002440915,Casual,Medium,0,free,Spring,o-neck,sleeveless,natural,cotton,solid,1
737538048,Casual,Average,4.7,L,Autumn,o-neck,halfsleeve,,,,0
1104450248,Sexy,Average,0,L,Autumn,v-neck,sleeveless,empire,,patchwork,0
797673346,Casual,Low,4.7,free,Winter,o-neck,sleeveless,natural,cotton,solid,1
1039982741,Casual,Average,0,M,Autumn,o-neck,short,empire,polyster,print,0
829087315,cute,Average,4.8,L,Autumn,slash-neck,sleeveless,natural,,solid,0
1032990258,party,Average,5,M,Spring,o-neck,halfsleeve,natural,,,1
939422280,cute,Average,4.3,L,Winter,o-neck,sleeveless,natural,,solid,0
974746803,Casual,Average,4.5,L,Spring,o-neck,short,natural,cotton,patchwork,0
1018130478,Casual,Low,4.7,L,Autumn,o-neck,full,,cotton,print,0
956758119,Casual,Low,4.5,free,Autumn,v-neck,short,natural,silk,solid,0
903426442,Sexy,Average,3.6,L,Winter,v-neck,full,natural,polyster,solid,1
861626197,work,Average,4.8,L,Winter,v-neck,short,natural,mix,solid,0
1077015977,vintage,Average,0,free,Summer,o-neck,sleeveless,,,,0
817870237,Sexy,Low,4.6,free,Spring,o-neck,full,natural,,leopard,1
1078996836,Sexy,Low,0,free,Winter,v-neck,sleeveless,empire,cotton,solid,1
881530990,work,Average,4.6,L,Spring,o-neck,short,empire,cotton,patchwork,0
937046375,Casual,Average,4.4,M,Summer,o-neck,short,empire,,patchwork,0
870994067,cute,Low,4.9,M,Autumn,o-neck,short,natural,chiffonfabric,dot,0
893330898,Sexy,Low,4.6,free,Summer,v-neck,sleeveless,natural,cotton,solid,0
822053936,party,Average,4.4,free,Autumn,v-neck,threequarter,natural,,solid,0
1059959935,Casual,Average,0,free,Spring,o-neck,short,,cotton,,1
1197204708,Casual,Low,0,M,Summer,v-neck,full,natural,acrylic,solid,0
713439584,Sexy,Average,4.6,M,Winter,o-neck,full,natural,polyster,patchwork,1
732736124,work,Average,4.6,M,Spring,v-neck,full,,,,0
709353440,cute,Average,4.7,L,Winter,o-neck,sleeveless,natural,chiffonfabric,solid,0
1031230798,bohemian,Average,4.7,L,Autumn,o-neck,sleeveless,natural,,solid,0
1225512606,cute,High,0,M,Winter,o-neck,threequarter,empire,silk,patchwork,0
1158347154,Casual,Average,0,XL,Winter,o-neck,short,empire,polyster,solid,0
976975672,Novelty,Average,4.9,L,Autumn,o-neck,short,natural,polyster,print,1
520233308,Casual,Low,4.7,M,Autumn,o-neck,full,,cotton,solid,0
935827969,cute,Average,4.3,free,Summer,boat-neck,sleeveless,,,,1
1130624045,Sexy,Low,0,free,Autumn,slash-neck,short,empire,,solid,0
547555172,cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,print,0
1083323104,Sexy,Low,4.5,L,Spring,o-neck,sleeveless,,,solid,0
955188745,Casual,Average,4.7,M,Autumn,o-neck,sleeveless,,cotton,animal,1
1140306858,Casual,Average,0,L,Spring,boat-neck,sleeveless,natural,cotton,solid,1
895807023,cute,Low,4.7,free,Summer,o-neck,sleeveless,,,print,1
818505402,Casual,Low,4.4,free,Summer,turndowncollor,sleeveless,natural,cotton,solid,0
897981100,Casual,Average,4.8,L,Winter,v-neck,short,empire,polyster,solid,0
973481686,vintage,Average,4.3,free,Winter,o-neck,short,,chiffonfabric,print,0
1021375534,cute,Low,4.5,L,Summer,o-neck,sleeveless,natural,cotton,solid,1
549437715,Casual,Average,4.4,M,Summer,turndowncollor,sleeveless,natural,chiffonfabric,solid,0
1097548715,vintage,Medium,0,S,Winter,turndowncollor,halfsleeve,natural,cotton,plaid,0
578702321,Sexy,Low,4.7,free,Summer,turndowncollor,sleeveless,natural,cotton,solid,1
1155548915,vintage,High,0,L,Summer,o-neck,short,natural,cotton,print,0
1199064757,Casual,Low,0,free,Spring,v-neck,threequarter,,silk,,1
1078994436,Sexy,Average,0,S,Autumn,slash-neck,short,natural,,solid,0
949226757,Casual,Low,0,free,Spring,o-neck,short,natural,,solid,0
832191944,cute,Medium,5,free,Winter,o-neck,sleeveless,natural,silk,solid,1
869572905,Casual,Low,4.7,free,Summer,o-neck,sleeveless,,,print,0
896048351,Sexy,Low,4.8,free,Spring,v-neck,sleeveless,,,solid,1
854444464,Casual,Average,4.5,L,Winter,o-neck,short,natural,cotton,patchwork,0
1246749980,vintage,Average,0,S,Spring,o-neck,full,natural,mix,print,0
849613634,Casual,Average,3.7,free,Autumn,boat-neck,full,,,solid,1
1019768234,vintage,Average,4.8,L,Winter,o-neck,sleeveless,natural,cotton,patchwork,0
785830491,cute,Average,0,XL,Spring,boat-neck,full,,cotton,dot,1
832391864,Casual,Average,0,L,Winter,open,short,natural,mix,solid,1
1069595866,Sexy,Medium,5,M,Winter,o-neck,sleeveless,empire,polyster,solid,0
733715437,Brief,Average,4.9,free,Summer,slash-neck,sleeveless,natural,,solid,0
828949946,Casual,High,4.9,S,Spring,o-neck,threequarter,natural,,dot,1
765264430,Brief,Average,4.6,free,Winter,o-neck,full,natural,mix,solid,0
722020708,Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,solid,0
980295760,Casual,Low,4.8,XL,Summer,o-neck,short,empire,mix,geometric,0
913978120,Sexy,Medium,4.6,L,Summer,o-neck,short,natural,spandex,solid,0
1062354779,Casual,Average,4.5,M,Winter,v-neck,sleeveless,natural,,striped,0
1051749304,work,Average,0,S,Autumn,o-neck,sleeveless,natural,linen,patchwork,0
1206128856,Casual,Low,0,L,Winter,o-neck,sleeveless,empire,polyster,leopard,0
956453735,cute,Low,5,L,Winter,o-neck,threequarter,natural,silk,print,0
767971724,Brief,Average,4.3,M,Spring,o-neck,full,natural,mix,patchwork,1
722565148,Sexy,Low,4.4,free,Autumn,o-neck,full,empire,cotton,leopard,0
1167448608,cute,Low,0,free,Summer,peterpan-collar,short,empire,cotton,print,0
549159213,Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,solid,1
940918554,Sexy,Low,4.7,M,Winter,slash-neck,sleeveless,,nylon,solid,1
522776523,Casual,Low,4.7,free,Spring,o-neck,sleeveless,empire,cotton,floral,0
658650071,Casual,Medium,4.8,M,Winter,peterpan-collar,short,natural,polyster,patchwork,0
560474456,Sexy,Low,4.3,free,Winter,v-neck,sleeveless,natural,silk,solid,1
1150052066,bohemian,Average,0,L,Winter,turndowncollor,full,natural,mix,solid,0
929797706,Casual,Low,0,free,,o-neck,full,natural,cotton,patchwork,0
886351969,cute,Medium,4.8,free,Spring,slash-neck,sleeveless,natural,polyster,solid,1
1071947910,Sexy,Average,0,S,Autumn,v-neck,sleeveless,empire,cotton,solid,0
813753347,Casual,Low,4.6,S,Spring,o-neck,full,natural,cotton,solid,1
733134203,vintage,Medium,4.7,free,Spring,turndowncollor,sleeveless,natural,mix,solid,1
851256794,work,Low,4.7,free,Summer,o-neck,full,empire,cotton,solid,0
751049573,cute,Average,4.8,M,Summer,o-neck,short,natural,cotton,solid,0
882490248,cute,Average,0,M,Summer,o-neck,short,natural,cotton,print,0
541172235,Casual,Average,4.7,M,Winter,o-neck,full,,,animal,0
727676110,Casual,Low,4.6,free,Winter,o-neck,full,natural,polyster,solid,1
891631697,party,Average,5,free,Summer,v-neck,sleeveless,,,,0
1059306768,Casual,Average,0,free,Summer,v-neck,sleeveless,natural,cotton,patchwork,0
764321904,Sexy,Average,5,L,Winter,o-neck,threequarter,natural,polyster,geometric,0
902108125,Sexy,Average,4.8,free,Winter,o-neck,sleeveless,natural,polyster,solid,0
874397327,Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,dot,0
861698160,Casual,Average,4.1,M,Autumn,v-neck,full,,,,1
981437831,Casual,Average,5,XL,Autumn,o-neck,short,natural,chiffonfabric,,0
1036456647,Sexy,Average,5,M,Summer,v-neck,sleeveless,empire,cotton,solid,1
951280194,work,Average,4.6,L,Summer,slash-neck,short,natural,cotton,solid,0
1079373429,Casual,Average,4.5,M,Summer,peterpan-collar,sleeveless,,,,0
747381880,vintage,Average,4.5,L,Autumn,o-neck,sleeveless,empire,,solid,0
1099363892,Casual,Average,0,M,Summer,o-neck,threequarter,natural,nylon,solid,1
941333009,cute,Average,4.7,L,Summer,o-neck,sleeveless,natural,cotton,print,0
819651586,bohemian,Low,4.7,free,Winter,o-neck,short,natural,nylon,print,0
1043590098,Casual,Low,5,free,Spring,slash-neck,sleeveless,empire,spandex,striped,1
1091666465,Casual,Average,5,M,Winter,o-neck,sleeveless,natural,,solid,1
863336720,Casual,Average,4.3,free,Summer,o-neck,sleeveless,natural,cotton,striped,0
771972560,work,Low,4.5,M,Winter,v-neck,threequarter,,,patchwork,0
756492184,Casual,Average,4.3,S,Spring,boat-neck,full,natural,cotton,patchwork,1
1097157656,Casual,Average,4.4,L,Autumn,o-neck,halfsleeve,natural,,animal,0
573923366,Sexy,Low,4.3,M,Autumn,open,short,natural,lace,print,0
756620535,Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,solid,1
765350508,Casual,Low,4.6,L,Winter,o-neck,full,,cotton,,0
968294356,Casual,Average,4.6,M,Spring,o-neck,sleeveless,natural,,solid,1
1017678811,Casual,Low,0,free,Autumn,peterpan-collar,threequarter,empire,,,0
933231033,Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,,,1
1199765487,Casual,Average,0,S,Summer,o-neck,sleeveless,empire,cotton,solid,0
965817793,Casual,Low,4.8,free,Summer,o-neck,sleeveless,natural,cotton,print,1
1074432879,Casual,Average,5,S,Winter,o-neck,sleeveless,empire,polyster,plaid,0
1132858821,Sexy,very-high,0,free,Winter,v-neck,sleeveless,natural,polyster,solid,0
905732124,Casual,Low,4.4,free,Summer,o-neck,sleeveless,natural,polyster,print,0
711045472,Casual,Average,4.8,M,Autumn,v-neck,short,,,print,1
923983419,Casual,Average,5,free,Summer,v-neck,sleeveless,,modal,patchwork,0
733025646,Sexy,Low,4.8,M,Autumn,v-neck,full,natural,cotton,print,1
720099861,Casual,Average,4.6,free,Winter,v-neck,full,natural,cotton,striped,0
923915314,Casual,Average,4.6,M,Winter,v-neck,full,natural,chiffonfabric,,0
1077555214,Casual,Low,5,S,Spring,o-neck,sleeveless,natural,chiffonfabric,print,0
1216538883,cute,Average,0,M,Winter,o-neck,short,natural,polyster,solid,0
531254082,Casual,Low,4.8,free,Spring,o-neck,sleeveless,,chiffonfabric,print,1
890279029,Casual,Average,4.6,M,Autumn,o-neck,short,empire,polyster,dot,0
995964089,bohemian,Average,5,M,Spring,slash-neck,sleeveless,empire,,solid,1
868453353,Casual,Low,4.9,free,Winter,o-neck,sleeveless,empire,silk,print,1
1024954013,Casual,Average,4.7,L,Summer,o-neck,sleeveless,natural,silk,solid,0
685606338,Casual,Medium,4.6,M,Winter,o-neck,full,natural,cashmere,solid,1
877962269,Casual,Average,4.7,M,Winter,v-neck,sleeveless,empire,polyster,print,0
995644296,Sexy,Average,4.7,M,Winter,v-neck,sleeveless,natural,polyster,patchwork,0
1066273951,Casual,Average,3.5,M,Winter,v-neck,short,natural,,solid,0
822176645,Casual,Average,4.8,M,Winter,o-neck,threequarter,natural,,print,1
659466129,Casual,Average,0,M,Winter,o-neck,full,natural,cotton,solid,1
694493217,Casual,Low,4.6,M,Summer,o-neck,sleeveless,natural,cotton,striped,0
793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,natural,,print,1
817945281,Casual,Low,4.5,free,Summer,o-neck,full,natural,cotton,solid,0
920902282,Casual,Average,4.7,M,Summer,o-neck,sleeveless,natural,polyster,character,0
727820291,Casual,Low,4.5,M,Winter,o-neck,short,natural,chiffonfabric,solid,0
699738864,Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,patchwork,0
1197211965,cute,Low,0,free,Summer,boat-neck,sleeveless,,cotton,print,0
682561447,party,very-high,5,M,Spring,slash-neck,sleeveless,natural,chiffonfabric,,1
999081623,Casual,Average,4.9,M,Autumn,v-neck,sleeveless,,polyster,,1
1108613896,party,very-high,0,L,Winter,v-neck,sleeveless,natural,polyster,,0
1054555186,party,very-high,0,M,Winter,v-neck,capsleeves,,,,0
915238287,Casual,Low,4.4,M,Winter,v-neck,turndowncollar,,cotton,,1
1107279894,party,very-high,0,M,Spring,v-neck,threequarter,natural,lycra,,1
1163040038,party,High,0,M,Winter,sweetheart,sleeveless,natural,,,0
1091877430,party,High,0,M,Spring,sweetheart,sleeveless,,nylon,,0
1053467336,party,Average,5,M,Winter,o-neck,capsleeves,empire,polyster,,1
609889168,party,High,4.7,M,Winter,sweetheart,sleeveless,natural,,,0
662727740,party,,4.8,free,Winter,o-neck,sleeveless,empire,,,1
1090993173,party,,4.5,L,Summer,,full,,,,1
963684109,party,very-high,4.9,M,Spring,sweetheart,sleeveless,empire,,,1
619817668,party,High,4.6,M,Winter,sweetheart,sleeveless,natural,,,0
1066740059,party,Average,5,M,Spring,sweetheart,sleeveless,natural,polyster,,1
732184480,party,very-high,4.8,L,Spring,sweetheart,sleeveless,empire,microfiber,,1
1044683061,party,very-high,0,M,Winter,sweetheart,sleeveless,natural,polyster,,1
579010251,party,High,4.6,L,Spring,slash-neck,sleeveless,empire,silk,,0
751364623,party,Average,4.8,L,,sweetheart,sleeveless,empire,,,1
898316819,party,Medium,4.6,S,Winter,Scoop,short,empire,,,0
622667306,party,very-high,4.9,M,Spring,sweetheart,sleeveless,natural,silk,,1
809344968,party,Medium,4.8,S,Spring,v-neck,sleeveless,empire,,,1
754138176,party,very-high,4.2,L,Winter,v-neck,sleeveless,,,,1
674192921,Casual,Low,4.4,free,Summer,o-neck,sleeveless,,,,1
726446177,party,very-high,4.1,M,Winter,Scoop,short,natural,cotton,,1
1193747589,party,very-high,0,M,Winter,o-neck,full,natural,,,1
676827184,Casual,High,4.6,M,Summer,sweetheart,sleeveless,empire,,,1
619996560,party,Average,4.7,free,Winter,o-neck,sleeveless,,polyster,,0
618420156,party,very-high,4.7,L,Winter,slash-neck,sleeveless,empire,rayon,,1
689486739,party,very-high,4.5,M,Spring,v-neck,capsleeves,,,,1
751364614,party,Average,4.7,free,Spring,sweetheart,sleeveless,empire,rayon,solid,1
825341937,party,High,4.8,M,Summer,sweetheart,sleeveless,princess,,,1
736813752,party,High,4.6,M,Summer,slash-neck,sleeveless,natural,,,1
636178374,party,Medium,4.7,M,Winter,o-neck,sleeveless,empire,cotton,,1
743485617,cute,Average,4.4,free,Spring,sweetheart,sleeveless,empire,spandex,solid,1
933951149,party,Average,5,M,Spring,o-neck,sleeveless,,,,1
684561284,party,very-high,4.8,free,Spring,sweetheart,sleeveless,natural,polyster,,1
616295248,party,Medium,4.8,M,Spring,o-neck,sleeveless,natural,silk,,1
736076633,party,very-high,4.9,L,Spring,slash-neck,sleeveless,,,,1
1108073621,party,Medium,0,free,Winter,v-neck,short,empire,,,1
1053002876,work,Average,5,free,Winter,o-neck,halfsleeve,,microfiber,,0
444282011,party,very-high,4.9,M,Spring,v-neck,sleeveless,empire,,,1
949336768,Casual,High,5,free,Summer,v-neck,sleeveless,natural,nylon,,1
961972778,Casual,very-high,0,S,Spring,o-neck,full,,,,0
893088817,Casual,Medium,4.7,M,Spring,o-neck,sleeveless,natural,cotton,,1
952724683,party,Average,0,M,Spring,v-neck,sleeveless,natural,,,1
855037000,Casual,Average,4.4,free,Summer,slash-neck,sleeveless,empire,cotton,,1
660016574,Casual,very-high,4.6,M,Winter,o-neck,short,natural,,,1
738079582,Casual,Low,4.4,free,Winter,halter,sleeveless,natural,,,1
861001391,party,High,4.5,M,Winter,o-neck,sleeveless,,,,1
1099696103,Casual,Average,4.8,free,Summer,o-neck,sleeveless,natural,,,0
1044288976,Sexy,Average,5,M,Summer,o-neck,sleeveless,natural,polyster,,0
890848361,vintage,Average,4.9,free,Summer,o-neck,turndowncollar,empire,,,0
929503394,vintage,Average,4.7,S,Summer,turndowncollor,short,empire,cotton,,0
1015249105,work,Average,4.9,M,Summer,square-collar,halfsleeve,empire,polyster,,0
707537639,Casual,Low,4.7,L,Spring,o-neck,short,natural,chiffonfabric,,0
702984554,Casual,Average,4.8,L,Autumn,o-neck,short,natural,cashmere,,0
1023830972,Casual,Average,0,S,Winter,slash-neck,halfsleeve,natural,nylon,,0
959052557,Casual,Average,4.2,S,Winter,v-neck,sleeveless,empire,,patchwork,0
1246945687,Novelty,Average,0,free,Summer,o-neck,full,natural,cotton,solid,0
510519284,Casual,Low,4.3,free,Summer,backless,sleeveless,empire,chiffonfabric,,0
1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleeveless,natural,linen,,0
1024325244,Casual,Average,5,free,Winter,o-neck,sleeveless,natural,polyster,,1
1104504876,cute,Low,0,free,Winter,o-neck,sleeveless,natural,,,0
1010356223,vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,,1
908989488,bohemian,Average,0,free,Spring,o-neck,sleeveless,natural,rayon,striped,1
822081627,Sexy,Average,4.5,M,Summer,bowneck,sleeveless,,cotton,solid,0
1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,animal,1
856139963,Casual,Low,5,free,Spring,v-neck,full,natural,cotton,solid,1
1032982013,Casual,Average,5,L,Winter,o-neck,threequarter,natural,polyster,solid,0
879756967,Casual,Low,4.8,M,Winter,v-neck,sleeveless,natural,polyster,print,0
912614690,bohemian,Low,5,free,Spring,o-neck,short,natural,nylon,print,1
1072784739,Casual,Low,5,free,Spring,bowneck,sleeveless,natural,silk,print,0
945651303,Casual,Low,5,M,Spring,o-neck,sleeveless,natural,chiffonfabric,solid,1
858212832,cute,Average,4.3,M,Summer,,,natural,cotton,solid,0
886501087,cute,Low,0,L,Spring,o-neck,sleeveless,empire,,,1
944264938,Sexy,Low,4.8,free,Spring,slash-neck,sleeveless,natural,cotton,solid,0
918722829,Sexy,Low,4.8,free,Summer,slash-neck,sleeveless,empire,silk,solid,0
750670078,Casual,Low,4.4,M,Winter,o-neck,sleeveless,natural,polyster,solid,0
1028061165,Casual,Average,4.5,M,Winter,o-neck,sleeveless,natural,polyster,striped,0
961230947,work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,solid,0
849947393,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,solid,1
857432541,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,print,0
1088674674,Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,print,1
939250541,Casual,Average,4.8,M,Spring,o-neck,sleeveless,natural,cotton,print,0
880692544,Casual,Average,4.7,XL,Winter,v-neck,short,empire,milksilk,print,0
958270190,Casual,Low,0,L,Winter,v-neck,full,,,solid,0
732757918,Sexy,Average,4.7,M,Autumn,slash-neck,sleeveless,natural,nylon,solid,0
898646576,Casual,Low,4.7,free,Winter,o-neck,sleeveless,natural,,,1
950048509,Casual,High,0,L,Winter,v-neck,full,,polyster,solid,0
